case_id,husband_age,wife_age,marriage_duration_years,num_children,husband_monthly_income,wife_monthly_income,husband_assets,wife_assets,monthly_household_expenses,husband_education,wife_education,husband_employment,wife_employment,standard_of_living,wife_health_condition,husband_health_condition,wife_career_sacrifice,custody_with,marriage_type,divorce_type,monthly_alimony_amount,alimony_duration_months
3040,30,29,11,3,23055,8749,130672,7842,7596,Graduate,Graduate,Employed,Employed,Low,Poor,Good,No,Shared,Arranged,Contested,18952,165
3041,36,36,8,0,35357,38887,2340390,49286,10315,Graduate,12th Pass,Employed,Employed,Middle,Good,Good,No,N/A,Arranged,Contested,1000,68
3042,61,58,9,2,47794,34021,974489,129048,22072,10th Pass,Graduate,Unemployed,Employed,Middle,Moderate,Poor,No,Shared,Love,Contested,12565,130
3043,41,38,15,1,34764,0,776493,38220,14101,Graduate,Professional Degree,Employed,Unemployed,Middle,Good,Good,No,Shared,Love,Contested,21380,151
3044,47,44,4,0,44589,0,2633267,114276,15399,Graduate,12th Pass,Business,Homemaker,Middle,Good,Moderate,Yes,N/A,Arranged,Mutual Consent,19483,92
3045,50,55,25,0,18048,5407,371491,45708,6227,12th Pass,Postgraduate,Self-Employed,Self-Employed,Low,Good,Good,No,N/A,Arranged,Contested,7897,209
3046,53,57,7,2,184700,70197,1406604,282580,95448,12th Pass,Professional Degree,Employed,Employed,Upper-Middle,Good,Poor,No,Husband,Arranged,Contested,37127,99
3047,57,58,32,0,35420,0,2656832,193565,18308,Graduate,Graduate,Business,Homemaker,Middle,Moderate,Poor,Yes,N/A,Arranged,Mutual Consent,22798,335
3048,51,52,8,0,151772,93316,4739102,1245384,50447,Postgraduate,12th Pass,Employed,Self-Employed,Upper-Middle,Poor,Moderate,No,N/A,Love,Mutual Consent,10386,117
3049,49,54,15,1,13423,0,410716,44658,6553,Postgraduate,10th Pass,Self-Employed,Unemployed,Low,Good,Good,No,Shared,Arranged,Contested,15465,151
3050,34,33,3,0,39779,30391,2475951,693797,12649,12th Pass,Graduate,Employed,Employed,Middle,Moderate,Good,No,N/A,Arranged,Contested,3495,67
3051,47,46,15,1,41444,0,410603,60653,20406,10th Pass,10th Pass,Employed,Homemaker,Middle,Good,Poor,Yes,Shared,Arranged,Contested,26099,211
3052,45,48,5,0,55118,0,2184608,476291,15867,Professional Degree,Graduate,Business,Homemaker,Middle,Good,Moderate,Yes,N/A,Love,Contested,25256,104
3053,45,50,19,1,65142,18974,1938587,493767,31101,Graduate,12th Pass,Self-Employed,Employed,Middle,Good,Good,No,Wife,Love,Contested,23794,207
3054,37,39,7,3,31526,0,2524107,401120,13137,Professional Degree,Graduate,Employed,Homemaker,Middle,Good,Moderate,Yes,Wife,Arranged,Mutual Consent,29522,150
3055,61,59,6,2,226805,0,33716738,8601039,64704,10th Pass,12th Pass,Employed,Homemaker,High,Moderate,Good,Yes,Shared,Arranged,Mutual Consent,79651,129
3056,57,54,19,1,15435,11164,455590,51661,6709,Graduate,Postgraduate,Employed,Employed,Low,Good,Good,Yes,Wife,Love,Contested,19150,206
3057,48,46,25,0,162815,71487,8751008,954045,50101,12th Pass,12th Pass,Self-Employed,Employed,Upper-Middle,Moderate,Poor,No,N/A,Love,Contested,34713,236
3058,35,32,12,2,66382,30076,445937,106230,20461,Postgraduate,10th Pass,Business,Business,Middle,Good,Good,Yes,Wife,Arranged,Mutual Consent,24326,134
3059,41,46,17,0,32149,19644,2331529,168758,12351,Graduate,Graduate,Business,Business,Middle,Moderate,Moderate,No,N/A,Arranged,Contested,8729,167
3060,28,32,10,0,49685,24862,1353129,291073,26794,Graduate,Postgraduate,Employed,Self-Employed,Middle,Good,Good,No,N/A,Love,Mutual Consent,12222,80
3061,49,52,19,2,197696,0,2410677,55749,102341,Professional Degree,12th Pass,Employed,Homemaker,Upper-Middle,Moderate,Moderate,Yes,Shared,Arranged,Contested,75480,274
3062,54,53,31,3,56178,0,1573334,300015,27973,12th Pass,Graduate,Self-Employed,Unemployed,Middle,Good,Good,No,Shared,Love,Mutual Consent,35866,280
3063,33,37,11,2,106208,0,8956237,2530789,53671,Graduate,12th Pass,Self-Employed,Homemaker,Upper-Middle,Good,Good,Yes,Husband,Arranged,Contested,42044,171
3064,45,43,15,0,19042,0,219663,30080,7601,10th Pass,10th Pass,Self-Employed,Homemaker,Low,Moderate,Good,Yes,N/A,Arranged,Mutual Consent,20182,201
3065,44,42,10,3,32696,0,2801781,349632,11849,Graduate,Graduate,Business,Homemaker,Middle,Good,Moderate,Yes,Wife,Court Marriage,Contested,29019,179
3066,43,42,11,0,62173,0,2994720,485630,32031,12th Pass,Graduate,Employed,Homemaker,Middle,Good,Good,Yes,N/A,Arranged,Contested,32731,156
3067,43,46,23,3,42626,0,2056155,443861,11690,12th Pass,12th Pass,Employed,Homemaker,Middle,Poor,Good,Yes,Wife,Court Marriage,Contested,47950,325
3068,36,33,3,1,77287,35342,1640094,176557,42417,Graduate,Graduate,Business,Employed,Middle,Good,Good,No,Shared,Love,Contested,13037,59
3069,61,60,3,1,45314,27294,2462316,96,18845,12th Pass,Postgraduate,Self-Employed,Employed,Middle,Poor,Moderate,No,Wife,Love,Mutual Consent,15730,82
3070,41,44,18,2,74793,28216,1418834,213712,30825,12th Pass,Postgraduate,Self-Employed,Employed,Middle,Good,Moderate,No,Shared,Arranged,Mutual Consent,20634,157
3071,61,60,25,4,64073,0,1135067,142772,21630,Postgraduate,10th Pass,Employed,Homemaker,Middle,Good,Poor,Yes,Shared,Arranged,Contested,45875,286
3072,52,53,20,3,61291,16976,1008218,161124,18455,Graduate,10th Pass,Self-Employed,Business,Middle,Good,Moderate,No,Shared,Love,Contested,25181,213
3073,59,56,29,2,76207,30290,2893213,620865,34604,Graduate,Postgraduate,Self-Employed,Self-Employed,Middle,Moderate,Good,No,Wife,Arranged,Contested,35831,286
3074,42,42,22,2,63484,0,2522138,214425,22759,Postgraduate,Graduate,Self-Employed,Homemaker,Middle,Good,Moderate,Yes,Wife,Love,Contested,45527,270
3075,38,35,15,2,12219,0,227098,34423,4163,Graduate,10th Pass,Self-Employed,Homemaker,Low,Moderate,Moderate,Yes,Wife,Arranged,Contested,24997,230
3076,59,56,10,2,124597,0,3584610,272489,37217,Postgraduate,Graduate,Self-Employed,Homemaker,Upper-Middle,Good,Good,Yes,Shared,Love,Contested,42272,172
3077,31,28,5,3,102873,0,5906962,814002,42233,12th Pass,Graduate,Unemployed,Homemaker,Upper-Middle,Good,Moderate,Yes,Wife,Love,Mutual Consent,42836,108
3078,37,40,10,0,21322,9945,494162,51077,9093,Professional Degree,10th Pass,Employed,Employed,Low,Moderate,Good,No,N/A,Arranged,Contested,9031,117
3079,42,45,13,1,21673,0,209732,23219,8299,Professional Degree,Postgraduate,Employed,Homemaker,Low,Poor,Good,Yes,Wife,Love,Mutual Consent,23605,243
3080,61,60,23,4,18725,0,314327,54632,4748,Postgraduate,Postgraduate,Employed,Homemaker,Low,Moderate,Good,Yes,Wife,Court Marriage,Mutual Consent,30229,278
3081,37,35,4,4,143994,0,1903960,393897,57237,12th Pass,Graduate,Unemployed,Homemaker,Upper-Middle,Good,Good,Yes,Husband,Arranged,Mutual Consent,57279,109
3082,60,59,3,0,94582,0,3796707,14418,31362,Postgraduate,Postgraduate,Employed,Unemployed,Upper-Middle,Good,Good,No,N/A,Arranged,Mutual Consent,25074,26
3083,55,59,21,1,17508,7688,224333,58997,5105,Postgraduate,10th Pass,Employed,Business,Low,Moderate,Moderate,No,Shared,Arranged,Mutual Consent,11262,203
3084,26,30,5,4,94823,57974,6565707,717635,40135,Graduate,12th Pass,Employed,Employed,Upper-Middle,Good,Moderate,Yes,Wife,Love,Contested,25587,102
3085,40,42,2,2,25091,0,241988,46723,11325,10th Pass,Postgraduate,Employed,Homemaker,Low,Moderate,Good,Yes,Husband,Love,Contested,19587,128
3086,33,38,4,2,12570,10044,410095,15057,5098,12th Pass,12th Pass,Employed,Employed,Low,Good,Good,No,Wife,Arranged,Contested,10777,66
3087,33,38,1,0,252436,203856,33701085,5777606,109630,Graduate,10th Pass,Unemployed,Employed,High,Poor,Good,No,N/A,Love,Contested,3507,69
3088,35,35,15,3,110619,0,7012014,1427210,47783,12th Pass,12th Pass,Employed,Unemployed,Upper-Middle,Good,Good,Yes,Shared,Arranged,Mutual Consent,49738,167
3089,46,43,25,1,87071,46893,7473000,352960,25013,Graduate,Graduate,Employed,Employed,Upper-Middle,Poor,Poor,No,Shared,Arranged,Mutual Consent,23657,272
3090,57,54,33,1,71120,0,2334951,638951,22384,Graduate,Below 10th,Self-Employed,Homemaker,Middle,Good,Moderate,Yes,Shared,Love,Contested,44133,360
3091,60,60,6,1,73147,40432,2963892,673514,18494,12th Pass,10th Pass,Self-Employed,Employed,Middle,Moderate,Good,Yes,Wife,Love,Contested,20520,118
3092,47,45,7,3,128872,90841,4887432,782848,70179,Graduate,10th Pass,Unemployed,Self-Employed,Upper-Middle,Good,Good,No,Shared,Arranged,Contested,16957,91
3093,58,60,19,2,33892,0,2297777,114474,10620,10th Pass,Postgraduate,Self-Employed,Homemaker,Middle,Good,Moderate,Yes,Wife,Arranged,Contested,39224,258
3094,33,36,12,2,21488,10454,412953,107229,10623,Graduate,Postgraduate,Employed,Self-Employed,Low,Good,Good,Yes,Wife,Arranged,Mutual Consent,17066,126
3095,48,45,1,1,50604,0,2681693,55210,24511,Professional Degree,10th Pass,Unemployed,Homemaker,Middle,Moderate,Moderate,Yes,Wife,Arranged,Mutual Consent,31060,97
3096,32,34,7,3,188029,0,3636178,125635,86776,Postgraduate,Graduate,Business,Unemployed,Upper-Middle,Good,Poor,Yes,Wife,Arranged,Contested,60286,114
3097,31,35,3,3,493228,0,32960829,6903720,189855,12th Pass,12th Pass,Employed,Homemaker,High,Good,Moderate,Yes,Wife,Love,Contested,174567,100
3098,60,60,26,2,66163,21703,2306421,175652,28129,Professional Degree,Below 10th,Employed,Self-Employed,Middle,Good,Good,No,Wife,Arranged,Contested,31870,239
3099,42,45,12,4,91183,0,7075265,974938,27892,Graduate,10th Pass,Unemployed,Unemployed,Upper-Middle,Moderate,Good,No,Wife,Arranged,Contested,43566,165
3100,27,29,6,1,24454,7385,245489,39688,6891,Graduate,Below 10th,Employed,Self-Employed,Low,Moderate,Moderate,No,Shared,Love,Contested,11381,101
3101,52,52,13,2,45828,0,2534922,348476,16293,Graduate,Professional Degree,Employed,Homemaker,Middle,Good,Good,Yes,Shared,Arranged,Mutual Consent,29543,188
3102,30,33,12,3,34957,20416,2111757,53148,17397,10th Pass,Graduate,Employed,Employed,Middle,Moderate,Good,No,Wife,Love,Mutual Consent,17486,142
3103,45,50,14,3,29640,12031,299899,66350,12425,12th Pass,10th Pass,Self-Employed,Employed,Low,Poor,Poor,No,Wife,Arranged,Contested,30398,189
3104,52,55,22,2,198160,0,7443546,535913,94950,Postgraduate,Graduate,Employed,Homemaker,Upper-Middle,Good,Moderate,Yes,Shared,Arranged,Contested,79231,262
3105,25,26,6,0,201365,0,35694151,7908378,104125,12th Pass,Graduate,Employed,Homemaker,High,Moderate,Moderate,Yes,N/A,Love,Mutual Consent,61932,124
3106,60,60,20,2,24968,0,305127,79207,10440,Graduate,10th Pass,Employed,Homemaker,Low,Poor,Poor,Yes,Shared,Love,Contested,33150,300
3107,45,44,12,2,89357,0,1062394,170952,32184,Graduate,Graduate,Employed,Homemaker,Upper-Middle,Good,Moderate,Yes,Shared,Arranged,Contested,47679,187
3108,59,57,27,1,42812,48277,2256944,478275,21692,12th Pass,Graduate,Self-Employed,Employed,Middle,Good,Good,No,Shared,Love,Contested,8696,252
3109,37,38,6,3,39595,48361,827026,9164,12626,Postgraduate,12th Pass,Employed,Employed,Middle,Good,Good,No,Wife,Love,Contested,6853,80
3110,34,34,11,1,153150,0,5701258,62853,39425,Postgraduate,Professional Degree,Employed,Homemaker,Upper-Middle,Moderate,Moderate,Yes,Wife,Arranged,Mutual Consent,61275,188
3111,34,35,10,1,24091,18051,418431,24749,6388,10th Pass,10th Pass,Employed,Self-Employed,Low,Good,Poor,No,Wife,Arranged,Contested,10330,130
3112,37,41,9,2,82358,49930,3165756,340366,34975,Graduate,10th Pass,Self-Employed,Employed,Upper-Middle,Good,Moderate,No,Wife,Arranged,Mutual Consent,14850,106
3113,61,60,34,2,57780,0,726253,39824,29912,12th Pass,Postgraduate,Self-Employed,Unemployed,Middle,Good,Good,Yes,Wife,Love,Mutual Consent,40543,305
3114,48,53,7,0,91430,59045,3808010,725380,38335,Graduate,12th Pass,Business,Employed,Upper-Middle,Good,Moderate,No,N/A,Arranged,Contested,13434,76
3115,26,29,1,1,49389,0,2055959,170780,18410,Graduate,10th Pass,Employed,Homemaker,Middle,Good,Moderate,Yes,Shared,Love,Mutual Consent,26519,83
3116,46,49,25,0,21767,0,364472,92475,9210,Below 10th,12th Pass,Business,Homemaker,Low,Poor,Poor,Yes,N/A,Arranged,Mutual Consent,21464,303
3117,41,45,12,1,61369,0,616312,103652,27697,Graduate,10th Pass,Employed,Unemployed,Middle,Good,Moderate,Yes,Shared,Arranged,Contested,29508,158
3118,60,60,37,0,14474,17589,195369,22159,6912,12th Pass,Graduate,Business,Self-Employed,Low,Good,Good,No,N/A,Arranged,Mutual Consent,4643,296
3119,38,42,1,1,13397,18411,458935,122959,4745,Graduate,Graduate,Business,Self-Employed,Low,Poor,Good,No,Wife,Arranged,Contested,9770,78
3120,34,33,6,1,16281,0,324955,80754,5959,Postgraduate,Graduate,Unemployed,Homemaker,Low,Good,Moderate,Yes,Shared,Arranged,Contested,17124,141
3121,59,56,15,2,155909,105604,9882504,2431200,40082,12th Pass,12th Pass,Employed,Employed,Upper-Middle,Moderate,Poor,No,Wife,Court Marriage,Contested,22615,175
3122,49,51,8,3,170170,77172,8050522,1759082,75706,12th Pass,Graduate,Employed,Business,Upper-Middle,Moderate,Poor,No,Shared,Arranged,Contested,30223,105
3123,27,24,1,2,202213,0,31932453,5884011,97672,10th Pass,Professional Degree,Employed,Homemaker,High,Good,Poor,Yes,Husband,Arranged,Contested,77119,87
3124,41,46,18,2,102597,0,2097355,230807,41374,Graduate,Below 10th,Self-Employed,Homemaker,Upper-Middle,Good,Moderate,Yes,Wife,Arranged,Contested,55399,239
3125,36,34,13,1,188454,77039,5199623,659208,68402,Postgraduate,Graduate,Self-Employed,Employed,Upper-Middle,Poor,Good,No,Wife,Arranged,Contested,39252,179
3126,48,46,1,2,29001,17646,432300,83925,10148,Graduate,Graduate,Self-Employed,Self-Employed,Low,Moderate,Poor,No,Wife,Arranged,Contested,15520,74
3127,53,56,5,2,103989,0,4002004,207549,46120,Graduate,12th Pass,Employed,Unemployed,Upper-Middle,Poor,Moderate,Yes,Wife,Arranged,Mutual Consent,44832,127
3128,49,47,18,2,99003,79624,9948434,2470637,34574,Professional Degree,10th Pass,Self-Employed,Employed,Upper-Middle,Moderate,Moderate,No,Wife,Love,Mutual Consent,13980,184
3129,60,60,10,1,29883,0,163585,46065,12841,Graduate,10th Pass,Employed,Homemaker,Low,Good,Good,Yes,Shared,Love,Contested,21887,178
3130,50,52,30,1,39033,18962,1769707,52023,20612,Professional Degree,Postgraduate,Self-Employed,Employed,Middle,Good,Good,Yes,Shared,Love,Mutual Consent,21892,289
3131,25,28,4,2,77657,0,914402,6160,27116,Postgraduate,Below 10th,Unemployed,Homemaker,Middle,Good,Good,Yes,Wife,Love,Contested,37668,145
3132,44,47,1,1,477882,80429,7659478,327902,129263,Professional Degree,Graduate,Business,Self-Employed,High,Good,Good,No,Shared,Arranged,Contested,113809,38
3133,52,54,23,3,69311,43500,2123886,484183,35501,Graduate,10th Pass,Self-Employed,Self-Employed,Middle,Good,Moderate,No,Shared,Love,Contested,24946,221
3134,40,45,8,1,422193,92665,23740422,767954,140195,Professional Degree,10th Pass,Employed,Employed,High,Good,Poor,Yes,Wife,Arranged,Mutual Consent,83360,100
3135,41,46,5,0,22445,5716,130486,14572,12267,Graduate,12th Pass,Employed,Employed,Low,Good,Good,No,N/A,Love,Contested,6935,55
3136,52,55,34,2,17546,8412,91567,1734,8808,Graduate,12th Pass,Employed,Employed,Low,Good,Good,Yes,Wife,Arranged,Mutual Consent,25277,315
3137,36,41,17,3,243779,233178,36991055,4800223,92165,10th Pass,Graduate,Business,Employed,High,Good,Poor,Yes,Husband,Arranged,Mutual Consent,6767,173
3138,51,50,31,1,15802,0,487960,88397,6928,Professional Degree,Graduate,Employed,Unemployed,Low,Good,Moderate,No,Wife,Arranged,Mutual Consent,26794,276
3139,54,53,7,2,42712,47091,2317196,436913,14234,12th Pass,Graduate,Business,Employed,Middle,Good,Good,No,Husband,Arranged,Contested,7086,89
3140,58,55,17,1,63797,0,474894,73928,17560,Graduate,10th Pass,Employed,Homemaker,Middle,Good,Good,Yes,Husband,Love,Mutual Consent,36014,206
3141,61,60,28,2,83640,74722,2057067,578925,34103,Graduate,10th Pass,Self-Employed,Employed,Upper-Middle,Good,Poor,No,Wife,Arranged,Mutual Consent,20689,235
3142,30,30,6,3,12628,0,94745,15096,4765,Postgraduate,12th Pass,Business,Homemaker,Low,Poor,Good,Yes,Wife,Arranged,Mutual Consent,23792,166
3143,31,29,6,3,13451,0,358002,92282,7276,10th Pass,10th Pass,Self-Employed,Homemaker,Low,Good,Moderate,Yes,Wife,Arranged,Mutual Consent,18380,144
3144,56,60,15,0,54475,0,1509094,449570,23382,Professional Degree,Postgraduate,Business,Unemployed,Middle,Moderate,Good,No,N/A,Love,Mutual Consent,23496,146
3145,56,55,37,1,49350,39993,2779525,191574,23399,Graduate,10th Pass,Self-Employed,Business,Middle,Good,Moderate,No,Shared,Arranged,Mutual Consent,17980,328
3146,49,53,15,2,61484,0,1733064,138056,17865,Professional Degree,10th Pass,Employed,Unemployed,Middle,Moderate,Moderate,No,Shared,Love,Contested,28811,177
3147,57,59,25,0,103922,106068,7891546,1235507,48541,Graduate,Graduate,Business,Employed,Upper-Middle,Moderate,Poor,No,N/A,Court Marriage,Mutual Consent,1617,217
3148,31,32,5,2,193746,66628,8058452,440906,51710,Graduate,Professional Degree,Employed,Business,Upper-Middle,Moderate,Good,No,Shared,Love,Contested,40249,96
3149,36,33,5,2,109500,0,1956711,331148,47513,Graduate,10th Pass,Employed,Homemaker,Upper-Middle,Good,Good,Yes,Husband,Love,Contested,52299,123
3150,40,40,6,1,23113,10599,386963,79450,11592,12th Pass,12th Pass,Self-Employed,Employed,Low,Good,Moderate,No,Shared,Love,Mutual Consent,9166,78
3151,40,39,2,3,53519,20367,2897658,52503,21135,10th Pass,12th Pass,Employed,Self-Employed,Middle,Good,Good,No,Shared,Love,Contested,23379,50
3152,60,57,27,1,384417,198505,9333708,1907982,120908,12th Pass,Graduate,Self-Employed,Self-Employed,High,Moderate,Good,No,Shared,Arranged,Contested,51489,271
3153,37,38,17,4,34159,45073,636434,30447,13086,Graduate,12th Pass,Employed,Employed,Middle,Moderate,Poor,No,Shared,Arranged,Contested,16093,184
3154,31,33,5,3,17961,8075,141134,12673,9022,10th Pass,Graduate,Employed,Self-Employed,Low,Poor,Moderate,No,Wife,Love,Contested,24831,114
3155,60,58,4,2,311133,0,15995168,3545216,144464,12th Pass,Below 10th,Self-Employed,Homemaker,High,Poor,Good,Yes,Wife,Love,Contested,103963,181
3156,33,32,12,0,38661,20045,1648957,80925,16687,Postgraduate,Postgraduate,Employed,Business,Middle,Poor,Moderate,No,N/A,Arranged,Mutual Consent,12272,157
3157,56,58,19,3,193775,0,2188726,349112,88778,10th Pass,Below 10th,Business,Homemaker,Upper-Middle,Moderate,Good,Yes,Shared,Arranged,Mutual Consent,77178,236
3158,35,35,2,3,21093,0,328681,58095,10551,12th Pass,Graduate,Employed,Homemaker,Low,Good,Good,Yes,Wife,Arranged,Contested,25562,106
3159,32,37,10,1,48403,0,2929000,144421,14305,Below 10th,Postgraduate,Employed,Homemaker,Middle,Poor,Moderate,Yes,Wife,Arranged,Mutual Consent,31397,199
3160,57,58,34,1,407815,0,22539250,1858010,204958,Postgraduate,10th Pass,Unemployed,Unemployed,High,Poor,Moderate,No,Wife,Arranged,Mutual Consent,139256,349
3161,47,47,14,1,72549,0,2388841,434623,35692,Postgraduate,Graduate,Employed,Unemployed,Middle,Good,Good,No,Shared,Arranged,Contested,33657,153
3162,49,47,15,4,24484,0,442830,61269,9628,Postgraduate,10th Pass,Employed,Homemaker,Low,Moderate,Poor,Yes,Shared,Arranged,Mutual Consent,26941,222
3163,32,34,4,3,25103,18467,300420,59481,9309,Professional Degree,10th Pass,Business,Self-Employed,Low,Good,Moderate,No,Shared,Arranged,Contested,11633,75
3164,46,44,2,4,24680,0,382999,98206,13074,Graduate,Below 10th,Business,Unemployed,Low,Good,Moderate,No,Wife,Arranged,Mutual Consent,17956,30
3165,28,31,4,3,77815,0,316372,12816,38582,Graduate,12th Pass,Employed,Homemaker,Middle,Moderate,Good,Yes,Husband,Arranged,Contested,37327,130
3166,27,26,3,2,131186,0,9413019,199460,71706,Graduate,Postgraduate,Business,Unemployed,Upper-Middle,Poor,Good,No,Wife,Love,Contested,51554,104
3167,53,58,9,1,13480,15888,139133,27829,5965,Professional Degree,Graduate,Employed,Employed,Low,Good,Good,Yes,Wife,Court Marriage,Contested,11256,120
3168,53,54,7,1,19933,14473,410143,94822,5171,Postgraduate,Graduate,Employed,Employed,Low,Good,Good,Yes,Shared,Arranged,Contested,9468,122
3169,58,60,30,0,55456,0,2736746,368891,16424,Graduate,Postgraduate,Self-Employed,Homemaker,Middle,Moderate,Good,Yes,N/A,Arranged,Contested,31740,328
3170,58,60,13,2,63606,0,1242111,146783,31554,Graduate,Postgraduate,Business,Unemployed,Middle,Poor,Poor,No,Husband,Love,Mutual Consent,30650,175
3171,52,56,27,3,38461,0,1041421,186447,16988,12th Pass,Graduate,Employed,Unemployed,Middle,Moderate,Good,No,Shared,Love,Mutual Consent,33142,274
3172,37,36,12,4,166019,0,4540086,751094,51368,Below 10th,12th Pass,Self-Employed,Homemaker,Upper-Middle,Good,Good,Yes,Wife,Arranged,Contested,68240,199
3173,39,38,3,1,86463,0,6680758,982413,21925,10th Pass,Postgraduate,Employed,Homemaker,Upper-Middle,Poor,Good,Yes,Wife,Arranged,Mutual Consent,40308,148
3174,47,48,13,2,10230,19580,62810,15426,3364,12th Pass,12th Pass,Business,Self-Employed,Low,Moderate,Good,No,Shared,Love,Mutual Consent,8626,140
3175,50,49,15,2,53371,0,425714,22158,15545,Graduate,10th Pass,Employed,Unemployed,Middle,Good,Good,Yes,Wife,Arranged,Contested,29236,176
3176,28,32,8,2,42903,27039,2120164,433282,22003,Postgraduate,Graduate,Employed,Self-Employed,Middle,Poor,Good,No,Shared,Love,Mutual Consent,18896,134
3177,50,54,9,2,11251,0,364453,81055,5792,Postgraduate,10th Pass,Business,Unemployed,Low,Moderate,Good,Yes,Shared,Arranged,Mutual Consent,16237,130
3178,33,31,13,1,58536,17652,2630576,711283,29426,Graduate,10th Pass,Business,Employed,Middle,Good,Good,Yes,Husband,Arranged,Contested,22637,164
3179,29,29,7,4,198585,98457,7042264,1996693,55282,Graduate,Postgraduate,Self-Employed,Employed,Upper-Middle,Good,Good,Yes,Wife,Arranged,Contested,37211,109
3180,56,53,3,2,22686,8936,62241,9483,6590,Graduate,12th Pass,Employed,Self-Employed,Low,Good,Poor,No,Wife,Love,Contested,13215,59
3181,44,44,2,2,28347,0,243182,31636,8239,Graduate,Graduate,Self-Employed,Homemaker,Low,Poor,Moderate,Yes,Wife,Court Marriage,Contested,25664,153
3182,35,35,8,1,163031,0,1544969,233556,53396,10th Pass,Graduate,Business,Homemaker,Upper-Middle,Moderate,Moderate,Yes,Shared,Love,Contested,58983,177
3183,39,44,17,0,44190,28463,2391934,525684,12013,Below 10th,Graduate,Self-Employed,Self-Employed,Middle,Good,Good,No,N/A,Love,Contested,6905,148
3184,56,55,7,1,48668,0,1618172,8335,26498,Postgraduate,10th Pass,Employed,Homemaker,Middle,Moderate,Moderate,Yes,Husband,Arranged,Mutual Consent,26710,140
3185,52,50,9,2,61869,0,1215636,63508,31339,Postgraduate,Postgraduate,Business,Homemaker,Middle,Good,Poor,Yes,Wife,Arranged,Contested,32235,157
3186,46,51,12,4,262323,0,35515985,9670999,71025,Graduate,Graduate,Business,Homemaker,High,Good,Poor,Yes,Shared,Love,Contested,85127,195
3187,41,46,14,1,12847,0,215961,12661,3765,Below 10th,Graduate,Self-Employed,Homemaker,Low,Good,Good,Yes,Shared,Love,Contested,18745,195
3188,50,47,14,3,29454,18759,408928,28029,9681,12th Pass,Postgraduate,Business,Employed,Low,Poor,Good,No,Wife,Court Marriage,Mutual Consent,22255,189
3189,31,33,3,2,10620,16810,478925,134979,5124,Professional Degree,Graduate,Employed,Self-Employed,Low,Good,Good,No,Wife,Love,Contested,9474,70
3190,50,54,15,1,190475,87846,3051796,269425,88424,Postgraduate,10th Pass,Employed,Self-Employed,Upper-Middle,Good,Good,No,Wife,Arranged,Contested,34162,156
3191,49,48,19,2,77369,0,1390877,121191,33976,Postgraduate,12th Pass,Employed,Unemployed,Middle,Moderate,Good,Yes,Shared,Love,Mutual Consent,45905,215
3192,34,39,8,3,452547,109843,36206074,10033161,236979,Postgraduate,12th Pass,Business,Employed,High,Poor,Good,No,Shared,Arranged,Mutual Consent,95832,150
3193,43,41,20,1,92158,0,4409497,496176,24042,Professional Degree,Graduate,Unemployed,Unemployed,Upper-Middle,Moderate,Moderate,No,Wife,Love,Contested,36966,219
3194,35,37,14,1,58911,32759,2240749,332040,17578,Graduate,Graduate,Business,Self-Employed,Middle,Moderate,Moderate,No,Wife,Love,Contested,18332,174
3195,37,34,8,2,17418,9839,142976,24037,5346,Graduate,Graduate,Self-Employed,Business,Low,Good,Good,No,Wife,Arranged,Mutual Consent,12381,82
3196,32,35,5,1,75443,0,2023935,527204,20210,Below 10th,12th Pass,Self-Employed,Homemaker,Middle,Good,Moderate,Yes,Shared,Love,Mutual Consent,28981,110
3197,28,27,3,3,10121,0,361480,8412,4407,Professional Degree,Postgraduate,Business,Homemaker,Low,Good,Moderate,Yes,Wife,Love,Contested,25591,129
3198,55,58,4,2,295847,93081,34954625,2735439,92573,10th Pass,Graduate,Self-Employed,Employed,High,Good,Moderate,No,Shared,Love,Contested,69558,63
3199,52,52,14,0,61514,0,2378383,418839,24285,Graduate,Postgraduate,Employed,Homemaker,Middle,Good,Poor,Yes,N/A,Love,Contested,27136,178
3200,35,40,16,1,27566,0,331533,43226,12559,Graduate,Postgraduate,Employed,Homemaker,Low,Poor,Good,Yes,Shared,Arranged,Mutual Consent,22951,253
3201,25,26,4,4,65464,0,305413,25497,28059,Professional Degree,12th Pass,Unemployed,Homemaker,Middle,Moderate,Moderate,Yes,Husband,Arranged,Contested,45353,135
3202,48,47,24,2,10794,18198,247337,30395,3638,Graduate,12th Pass,Employed,Self-Employed,Low,Poor,Moderate,No,Wife,Love,Mutual Consent,20257,267
3203,55,59,6,2,76231,30318,1069632,310057,28529,Graduate,12th Pass,Employed,Business,Middle,Good,Poor,No,Husband,Love,Contested,19170,79
3204,50,52,23,0,18483,0,455483,2873,6505,Professional Degree,10th Pass,Self-Employed,Homemaker,Low,Good,Good,Yes,N/A,Love,Mutual Consent,19619,229
3205,29,27,9,3,63576,0,1185417,52267,32152,Graduate,12th Pass,Business,Unemployed,Middle,Moderate,Poor,No,Shared,Arranged,Contested,36334,128
3206,44,43,6,1,73111,0,2660414,14889,27488,Graduate,Graduate,Employed,Homemaker,Middle,Good,Good,Yes,Wife,Love,Contested,33859,139
3207,35,39,3,2,33293,0,1664620,296333,8939,Graduate,10th Pass,Employed,Homemaker,Middle,Good,Moderate,Yes,Wife,Arranged,Contested,29898,107
